180.03	28052.6667	401.33
181.08	27838.3333	139.61
182.01	28080.3333	142.12
183.01	27799.6667	392.6
184.01	27257	223.22
185.01	27495	598.93
186.01	26934.3333	199.81
187.01	26935.3333	220.33
188.01	27106	253.17
189.03	26907	443.14
190.03	25960.3333	390.07
191.03	26214.3333	611
192.03	26360	139.78
193.03	26799.6667	192.98
194.03	26238	126.67
195.01	25999.6667	148.59
196.03	25811.6667	167.58
197.03	24973	127.49
198.03	25252.6667	204.39
199.03	25265	253.77
200.03	24773.6667	83.351
201.03	23985.3333	185.51
202.01	24611.6667	358.29
203.01	24117.6667	364.51
204.03	23880.3333	439.59
205.03	23491.3333	121.88
206.03	23922	157.2
207.03	23746.3333	446.13
208.03	23185.3333	69.735
209.03	23946.6667	456.21
210.01	23440	274.6
211.03	23133	339.81
212.03	22600.3333	135.24
213.03	23038.6667	373.31
214.03	23108.6667	287.88
215.03	23093.6667	180.56
216.03	22532	220.85
217.01	22440.3333	67.501
218.03	22518.6667	439.27
219.03	22533	203.97
220.03	22053	261.05
221.03	21960	127.77
222.03	21242.6667	189.43
223.03	21372	367.15
224.01	21761.3333	148.18
225.03	21146.3333	371.13
226.03	20986	114.78
227.03	21265	153.15
228.03	20588	355.25
229.03	20987	268.98
230.03	20571.3333	202.32
231.01	20654	213.99
232.03	20880	569.13
233.03	21065.6667	364.44
234.03	19801	243.46
235.03	20452.3333	81.019
236.03	20212	47.054
237.03	20121.6667	193.98
238.01	19678.6667	220.06
239.01	20120.6667	791.22
240.03	20266.6667	443.82
241.03	19308.6667	401
242.03	19332	634.07
243.03	19173.6667	140.72
244.03	19295	120.67
245.03	19160.3333	214.81
246.01	18852	47.061
247.03	19481	80.859
248.03	18853	150.34
249.03	18626.6667	258.42
250.03	18427	280
251.03	18773.3333	220.88
252.03	18451.6667	428.83
253.01	18388	579.56
254.03	18414.3333	208.72
255.03	17798.6667	179.56
256.03	17520.3333	210.39
257.03	18242	129.18
258.03	17987	291.43
259.03	17853.3333	182.98
260.01	17668.3333	206.81
261.03	17935.6667	69.58
262.03	17091.3333	180.78
263.03	17295	241.36
264.03	16840.6667	282.47
265.03	17000.6667	357.72
266.03	17519.6667	278.04
267.01	16720	133.25
268.03	17040	188.31
269.03	16866.6667	501.44
270.03	16468.3333	87.763
271.03	16560	116.02
272.03	17092.3333	220.79
273.03	16054	175.43
274.01	16601.3333	207.36
275.01	16093.6667	278.83
276.03	15652	162.69
277.03	16241	112.93
278.03	15841.3333	292.89
279.03	15561.3333	117.86
280.03	15799.3333	262.06
281.03	15773.3333	60.119
282.01	15132.6667	141.76
283.03	15906	154.54
284.03	15613.3333	585.53
285.03	15160.6667	251.06
286.03	15493.6667	268.09
287.03	15107.3333	276.11
288.03	14668	184.36
289.01	15292	98.685
290.03	15028	279.05
291.03	14573.3333	333.79
292.03	14988	67.834
293.03	14655	462.82
294.03	14346.6667	134.24
295.03	14746.3333	164.07
296.01	14305.6667	430.35
297.03	13946.3333	227.12
298.03	14200.6667	453.05
299.03	14425.3333	87.306
300.03	14053.6667	220.52
301.03	14292.3333	241
302.03	13653	100.6
303.01	13904.6667	334.67
304.03	14012	305.72
305.03	13721.6667	135.85
306.03	13332	299.53
307.03	13492	359.33
308.03	13387.3333	246.81
309.03	13386.6667	151.69
310.01	13665.3333	255.76
311.01	13293.6667	280.88
312.03	13642	108.97
313.03	13492.3333	212.23
314.03	13600.6667	126.91
315.03	12986.3333	312.11
316.03	13333.6667	234.32
317.03	13226	197.18
318.01	13427.6667	340.58
319.03	13174.6667	424.39
320.03	13000.6667	281.9
321.03	12758.3333	94.744
322.03	12520.3333	232.74
323.03	12680.3333	288.46
324.03	12627	114.19
325.01	12041.6667	96.056
326.03	12855	357.33
327.03	12318	108.59
328.03	12359	316.03
329.03	11893	204.75
330.03	12053.6667	139.81
331.03	11916	260.17
332.01	12053	40.843
333.03	12357.6667	396.82
334.03	11332.6667	422.14
335.03	11627.6667	80.859
336.03	12173	299.56
337.03	11545.6667	293.98
338.03	11934.6667	180.15
339.01	11439.6667	58.55
340.03	11452.3333	145.33
341.03	11280	265.11
342.03	11494.6667	198.03
343.03	11451.6667	423.64
344.03	11599.3333	219.54
345.03	10772	140.67
346.01	11120.3333	207.42
347.01	11373	83.507
348.03	11186.6667	328.3
349.03	11186	153.06
350.03	11039	217.06
351.03	11279.6667	462
352.03	11039	116.58
353.03	10986	167.21
354.01	10999.6667	327.48
355.03	10559	224.3
356.03	10547	67.839
357.03	10827	413.47
358.03	10547	109.06
359.03	10829	314.39
360.03	10681	268.19
361.01	10106.6667	108.49
362.06	10066.3333	113.78
363.03	10267.6667	177.08
364.03	10225.6667	334.28
365.03	9267.66667	197.93
366.03	9720.33333	215.86
367.03	10307.6667	208.77
368.01	9772.66667	2
369.03	9759	231.86
370.03	9732.66667	151.44
371.03	9826	172.83
372.03	9869.33333	373.35
373.03	9627	80.452
374.03	9758.66667	341.54
375.01	9387.33333	266.86
376.03	9544.66667	302.47
377.03	9388	251.68
378.03	9479	127.86
379.03	9362	171.24
380.03	9613	106.65
381.03	9346.66667	309.55
382.01	9308.66667	65.01
383.01	9440	127.8
384.03	9079.66667	150.32
385.03	9373.66667	46.199
386.03	9308.33333	280.55
387.03	8679.33333	155.24
388.03	9387.66667	154.09
389.03	9173	82.548
390.01	8321.33333	281.65
391.03	8881.33333	231.21
392.03	8936.33333	70.153
393.01	8508	86.295
394.01	8414.33333	122.42
395.01	8787.66667	173.85
396.01	8732.66667	244.3
397.01	8626	269.65
398.03	8464	135.86
399.03	8520	208.05
400.03	8441.33333	135.32
401.03	8333.33333	82.788
402.03	8348.33333	265.36
403.03	8254	270.73
404.01	8320.33333	243.16
405.03	8239.66667	81.707
406.03	8121	197.39
407.03	8173.33333	106.66
408.03	8306.33333	93.674
409.03	8093.66667	91.799
410.03	8081.66667	196.53
411.01	8239.66667	246.62
412.03	8159.66667	209.79
413.03	7640.33333	93.333
414.03	7974.66667	206.69
415.03	7626.33333	291.8
416.03	7639.33333	228.17
417.03	7758.66667	302.21
418.01	7773	363.44
419.01	7760.66667	153.74
420.03	7840	309.97
421.03	7827.66667	35.36
422.03	7718.66667	570.97
423.03	7920.33333	323.59
424.03	7573	121.12
425.03	7628	198.74
426.01	7640.33333	231.21
427.03	7599.66667	334.34
428.03	7306.33333	186.33
429.03	7532.33333	40.168
430.03	7519.33333	117.38
431.03	7159.33333	74.776
432.03	7199.66667	46.318
433.01	6973.66667	151.44
434.03	7320	117.7
435.03	7386.66667	199.22
436.03	7055	235.06
437.03	7172	139.86
438.03	6880	154.75
439.03	6906.33333	474.55
440.01	7200.33333	167.63
441.03	6760	73.49
442.03	6933	206.76
443.03	6801.66667	289.08
444.03	7148.33333	167.69
445.03	6762	117.87
446.03	6722.66667	58.96
447.01	7094	59.465
448.03	6787.33333	139.38
449.03	7094	144.45
450.03	6813	243.64
451.03	6586.66667	197.82
452.03	6491.66667	41.037
453.03	6773.33333	174.39
454.01	6693	159.93
455.01	6506.33333	154.58
456.03	6613	115.47
457.03	6480	114.72
458.03	6439	109.55
459.03	6481.33333	192.72
460.03	6468.33333	73.861
461.03	6429.33333	114.44
462.01	6374.33333	151.97
463.03	6319	247.06
464.03	6148.66667	127.79
465.03	5878.66667	350.02
466.03	6294.33333	282.71
467.03	5972.33333	23.383
468.03	6440.33333	49.337
469.01	6267.33333	157.95
470.03	5934.33333	40.168
471.03	6256	151.62
472.03	6055	85.191
473.03	6041	12.719
474.03	6172.66667	128.58
475.03	5934	243.86
476.01	5467.66667	52.501
477.03	5667.66667	107
478.03	5930.66667	62.421
479.03	5721	34.844
480.03	5506.33333	167.66
481.03	5520.66667	96.241
482.03	5465.66667	137.89
483.01	5719.66667	113.43
484.03	5482	170.26
485.03	5402	14.193
486.03	5679.66667	195.27
487.03	5442.33333	134.33
488.03	5294.33333	309.95
489.03	5414	162.77
490.01	5440.33333	137.82
491.01	5347.66667	91.929
492.03	5519	127.49
493.03	5135.33333	142.93
494.03	5334	240.78
495.03	5210.66667	241.69
496.03	5401.33333	102.41
497.03	5255	101.86
498.01	5267.33333	193.05
499.03	5521	184.93
500.03	4919.33333	127.09
